nomem_encr,Q30,Q30_E,Code1,Code2,Code3
897813,"Heb fulltime baan, doe vrijwilligerswerk zit vol nu","Have a full time job, do volunteer work, is full now",3.3,,
897839,,,,,
897873,Het is een privÃ© zaak. Ik vind het onnodig om daar een telefoon voor te gebruiken. Doe ik nu ook niet.,It's a private matter. I find it unnecessary to use a phone for that. I'm not doing that now.,1.1,,
897896,Ik ben daar nu te ziek voor,I'm too sick for that now,5.2,4.4,
897906,Wil hier geen tijd insteken,Don't want to spend time on this,3.3,,
897958,prive,private,1.1,,
897961,,,,,
897982,privacy,privacy,1.1,,
898003,,,,,
898025,dat wil ik niet,i don't want that,7.1,,
898028,zie er het nut niet van in,don't see the point in it,4.3,,
898137,,,,,
898170,ik ben bed liggend,I am lying in bed,4.4,5.2,
898187,,,,,
898190,te weinig vertrouwen,too little trust,6.1,,
898237,"ik wil best meedoen, maar ik zie dat u historie gaat opzoeken op mijn telefoon. Als ik ga hardlopen (elke dag) dan neem ik mijn telefoon niet mee. Dus dan krijgt u een vertekend beeld","I'd love to participate, but I see you're looking up my phone history. When I go running (every day), I don't take my phone with me. So that's giving you a skewed picture.",4.4,4.1,
898254,doe dat nooit op een telefoon,never do that on a phone,4.4,,
898339,weinig werkruimte over op de telefoon,little workspace left on the phone,3.1,,
898347,Dat heeft voor mij te maken met mijn priveleven,For me it has to do with my private life,1.1,,
898389,"ik sport voor mij zelf en weet dat dat goed is voor mij en verder moet iedereen dat zelf weten. wie dat niet doet gaat ook met wetenschappelijk ondersteuning niet sporten. je doet of je doet het niet, zeker niet op advies, zelfde als hardnekkig doorgaan met roken bijvoorbeeld.","I exercise for myself and know it's good for me, and everyone else is free to decide for themselves. Anyone who doesn't will not exercise, even with scientific support. You either do it or you don't, especially not on advice, just like stubbornly continuing to smoke, for example.",8.3,,
898416,"Te veel gedoe, dingen aanvragen EN alleen internet thuis op mijn telefoon","Too much hassle, requesting things AND only internet at home on my phone",3.4,,
898468,Privacy,Privacy,1.1,,
898516,"wel geprobeerd ,maar niet gelukt. Ik kreeg het niet op tijd gedownload.","I tried, but it didn't work. I couldn't download it in time.",3.1,,
898519,"Ik begrijp dat het voor onderzoekers interessant is, maar ik heb geen behoefte om hieraan deel te nemen.","I understand that it is of interest to researchers, but I have no desire to participate.",7.1,,
898532,,,,,
898639,,,,,
898651,,,,,
898706,,,,,
898730,Te veel gedoe. Bovendien zeggen die gegevens niet veel omdat ik mijn telefoon niet altijd en overal mee naartoe neem.,"Too much hassle. Besides, that data doesn't mean much because I don't always take my phone with me everywhere.",3.3,4.4,
898742,,,,,
898773,,,,,
898782,Ik heb het daar momenteel te druk voor.,I'm too busy for that at the moment.,3.3,,
898895,"Ik vind het teveel een \gedoe\""""","I think it's too much of a \hassle\""""",3.3,,
898899,,,,,
898925,Er is geen reden. Op mijn leeftijd zijn alle nieuwe activiteiten moeilijk.,"There's no reason. At my age, all new activities are difficult.",4.4,5.2,
899045,geen zin,no point,7.1,,
899047,Geen zin in,No sense in,7.1,,
899078,-,-,8.2,,
899087,ik heb geen interesse,I am not interested,7.1,,
899172,Weet niet,Don't know,8.1,,
899188,Ik ben niet zo handig met installeren van allerlei apps.,I'm not very handy with installing all kinds of apps.,3.2,4.4,
899204,,,,,
899234,totaal niet geÃ¯nteresseerd in deze flauwekul,not at all interested in this nonsense,5.4,,
899287,Er is nog zo weinig prive,There is still so little privacy,2.1,,
899312,Dit zou betekenen dat ik overal waar ik ga perse mijn smartphone bij me moet hebben. En dat wil ik niet.,This would mean I'd have to have my smartphone with me everywhere I go. And I don't want that.,3.3,,
899345,Gebrek aan vertrouwen,Lack of trust,6.1,,
899392,Hou niet van gedoe en dat ik gevolgd wordt in mijn doen en laten.Verder draag ik mijn telefoon nooit bij mij.,"I don't like hassle and being followed in my actions. Furthermore, I never carry my phone with me.",3.3,1.1,4.4
899429,,,,,
899667,Nvt,N/A,8.1,,
899768,omdat ik weinig kan bewegen ivm mijn lichaam,because I can't move much because of my body,5.2,4.4,4.1
899794,Ik wil.niet meedoen omdat ik.niet altijd mijn telefoon bij mij wil dragen,I don't want to participate because I don't want to always carry my phone with me.,3.3,,
